ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
ELE,0250,Basic Materials,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,47 23 08 23 08,Norway,[],http://www.elementasa.com,1,Grundingen 2,,Other Industrial Metals & Mining,5.5,5.5,4.5183477,,0,,5.5,,274764,,5.5,5.4385295,,5.5,,274764,,,,,,3.890824,,,5.06,2,NOK,,93529,,,,101679848,,,856336,651.7939,5.06,5.38,,0,93529,9.5,,,,1.199,5.31,False,,0,5.5,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ELE.OL,finmb_22929109,no_market,,749.346,,0,-40.154,2.7957213,,,,18899600,,,0.229,,,,1577750400,0.00629,-5625000,-0.457,,0.16254902,23.49345,0.28688,1640908800,1585612800,,,11864880,116898000,,1556150400,1:20,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,2,,,,,,,
EMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000,MUTUALFUND,EMAS.OL,finmb_268054902,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC-ME,059818,Energy,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1,8 Eu Tong Sen Street,,Oil & Gas Midstream,15,15,13.854347,,0,,15,,50,,15,14.105883,,15,,50,,,,,,0.321138,,,15,2,NOK,,0,,,,1599000064,,,164,8.8501835,15,0,,,0,16.5,,,,13.4,0,False,,,15,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.666,,-0.01735,46.266,0.07142854,,,,106600000,,,2.727,,,,1577750400,0,-3134591,-0.029,,0.16254902,5.5005503,0.83456004,1640908800,1585612800,,,17242550,1927000064,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,,"No.22-89, The Central",,,,,,
EXTX-ME,0379,Healthcare,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.phoenixsolutions.no,1,Ullernchausseen 64,,Biotechnology,37.47,37.47,36.94379,,0,,38,,2391,,37.47,36.94379,,37.47,,2391,,,,,,,,,37,2,NOK,,737,,,,1108808576,,,15200,149.27522,37,36.72,,,737,53.592,,,,26,36.52,False,,,38,OSL,EXACT THERAPEUTICS,Phoenix Solutions AS,Europe/Oslo,CEST,False,7200000,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,151.171,,-2.01696,-71.542,0.17741334,,,,29967800,,,1.404,,,,1577750400,,-14981884,-0.5,,0.16254902,26.353275,,1640908800,,,,29885039,1122891648,,1595808000,250:1,,,,,,,,,,,https://logo.clearbit.com/phoenixsolutions.no,4,,,,,,,
FLNG,HM08,Energy,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.flexlng.com,1,Par-La-Ville Place,441 295 3494,Oil & Gas Midstream,52.5,53.95,52.90594,0.0038095238,1.8944,,53.95,,44017,,52.5,48.64794,0.2,53.95,,44017,,,,1.87,1583798400,0.586409,,,51.6,2,NOK,513.8614,16802,,,,2808340224,,,125040,20.201271,51.6,52.15,,219600,16802,108.2,370.7143,,,38.1,51.9,False,0.0356,100000,53.95,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FLNG.OL,finmb_36151890,no_market,,25.282,,0.03976,35.336,-0.4408946,,0.14,,54110600,,,15.136,,,,1577750400,0.19859,5528000,0.101,,0.16254902,3.4289114,0.4586,1640908800,1585612800,,,28836612,3514627584,,1552262400,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,8,4th Floor 14 Par-La-Ville Road,,,,,,
EQNR,4035,Energy,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,47 51 99 00 00,Norway,[],http://www.equinor.com,1,Forusbeen 50,,Oil & Gas Integrated,143.4,144,141.1289,0.0049511855,,,145.95,,3117278,,143.4,139.54852,0.71,144,,3117278,,,,3.3,1597363200,0.731707,,,144,2,NOK,,820780,,,,469024178176,,,3967926,8.979805,144,144.45,,0,820780,187.2,64.75336,,4.95,95.2,144.4,False,0.023,0,145.95,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EQNR.OL,finmb_989228,no_market,,9.341,,-0.04413,33.985,-0.040160656,,,,3248090112,,,10.863,,,,1577750400,0.19812,-2304999936,-0.697,,0.16254902,13.292829,0.67271006,1640908800,1593475200,,,1016149680,487892385792,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,21412,,,,,,,
GIG,STJ 3148,Consumer Cyclical,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,356 2711 0277,Malta,[],http://www.gig.com,1,@GiG Beach,,Gambling,7.7,7.54,5.31471,,0,,7.99,,292158,,7.7,6.395882,,7.54,,292158,,,,,,0.837398,,,7.49,2,NOK,,187629,,,,719144704,,,204315,,7.49,7.86,,86600,187629,11.86,79.899994,,,2.05,7.73,False,,1568100,7.99,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.50549,,-0.3362069,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.16254902,5.896679,0.53973,1640908800,1585612800,,,37909470,693043328,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,594,Golden Mile Business Centre Triq Id-Dragunara,,,,,,
FRO,HM 08,Energy,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,441 295 3494,Oil & Gas Midstream,72.6,74.65,80.409355,0.016528927,0.3623,,74.65,,399602,,72.6,70.59559,1.2,74.65,,399602,,,,27.07,1591142400,0.323462,,,73.35,2,NOK,52.10674,133928,,,,14817369088,,,988619,13.110674,73.35,74.3,,173100,133928,123,172.55814,,,55,74.1,False,0.3729,75700,74.65,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FRO.OL,finmb_144797851,no_market,,14.493,,0.23472,32.946,0.16346145,,0.43,,197692000,,,8.114,,,,1577750400,0.29650998,265272000,1.424,,0.16254902,9.144688,0.50473,1640908800,1585612800,,,98284714,16379437056,,1454544000,1:5,,,3.13,,,,,,,,https://logo.clearbit.com/frontline.bm,157,14 Par-la-Ville Road PO Box HM 1593,,,,,,
GJF,0191,Financial Services,"Gjensidige Forsikring ASA operates as a general insurance company in Norway, Denmark, Sweden, Lithuania, Latvia, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers various insurance products, including motor vehicles, property, leisure boats, and accident and health insurance products, as well as insurance products in the areas of liability, commercial, municipality, and agriculture, coastal and marine/transport, and defined contribution scheme; travel; and life and pet insurance products. The company also provides pension and savings products comprising occupational pensions, private pension savings, spouse/cohabitant pension, child's pension, and individual disability pensions. It distributes its products through its distribution network, as well as through agents, partnerships, brokers, telephone, digital solutions, and sales offices to private and commercial customers. The company is headquartered in Oslo, Norway. Gjensidige Forsikring ASA is a subsidiary of Gjensidigestiftelsen.",Oslo,47 91 50 31 00,Norway,[],http://www.gjensidige.no,1,Schweigaardsgate 21,,Insurance—Diversified,185.4,186.4,184.81775,0.03829558,0,,187.3,,297211,,185.4,185.69118,7.1,186.4,,297211,,,,,1585267200,0.430313,,,184.3,2,NOK,23.533892,96268,,,,92700000256,,,502950,3.3610218,184.3,185.4,,118100,96268,208.8,19.474789,,,145.25,185.3,False,,96300,187.3,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GJF.OL,finmb_4497069,no_market,,1.845,,0.14283,9.68,0.091551304,,9.52,,500000000,,,56.1,,,,1577750400,0.30024,3939399936,7.878,,0.16254902,3.304813,0.6395,1640908800,1593475200,,,497370053,50898030592,,,,,,0.455,,,,,,,,https://logo.clearbit.com/gjensidige.no,3620,,,,,,,
GOGL,HM 08,Industrials,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels worldwide. It owns and operates dry bulk vessels in the spot and time charter markets. The company transports bulk commodities, such as ores, coal, grains, and fertilizers. As of March 12, 2020, it owned a fleet of 67 vessels. Golden Ocean Group Limited is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.goldenocean.bm,1,Par-la-Ville Place,441 295 3494,Marine Shipping,35.78,36.14,36.038406,0.008384573,,,36.44,,690596,,35.78,36.28706,0.3,36.14,,690596,,,,2.24,1583366400,1.718681,,,35.28,2,NOK,,222808,,,,5057713152,,,1074390,7.033716,35.28,35.32,,470900,222808,59.6,,,,26.5,35.3,False,0.0621,400000,36.44,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000,EQUITY,GOGL.OL,finmb_262789605,no_market,,8.938,,-0.16155,34.421,-0.23969406,,,,143278000,,,9.389,,,,1577750400,0.2715,-116166000,-0.818,,0.16254902,3.7597187,0.36176997,1640908800,1585612800,,,91444125,6426944000,,1470009600,1:5,,,,,,,,,,,https://logo.clearbit.com/goldenocean.bm,37,14 Par-la-Ville Road PO Box HM 1593,,,,,,
GENT-ME,1596,Healthcare,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,47 99 33 99 05,Norway,[],http://www.gentian.com,1,Bjornasveien 5,,Diagnostics & Research,61,62.5,52.189854,,0,,62.5,,6770,,61,57.735294,,62.5,,6770,,,,,,0.736526,,,60,2,NOK,,1001,,,,947266048,,,7702,15.167906,60,61.5,,,1001,66.8,,,,38,60,False,,,62.5,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,12.525,,-0.61030996,-31.242,0.27083337,,,,15402700,,,13.222,,,,1577750400,0.26522,-38115000,-2.477,,0.16254902,4.6513386,0.48766997,1640908800,1585612800,,,6773345,782201792,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,46,,,,,,,
RISH,5058,Industrials,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,,Marine Shipping,6.1,5.7,6.5491304,0.08196721,0,,6.25,,1260,,6.1,6.075,0.5,5.7,,1260,,,,,1428624000,0.991289,,,5.7,2,NOK,,292,,,,537705024,,,6232,2.6647425,5.7,6.2,,110000,292,11.5,,,,4.5,6,False,,100000,6.25,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,RISH.OL,finmb_884214,no_market,,8.084,,-0.90569,20.11,-0.2694611,,,,86032800,,,20.62,,,,1577750400,0.01897,-182755008,-2.124,,0.16254902,0.30310377,0.92489,1640908800,1585612800,,,8121469,1631233280,,1176422400,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,32,,,,,,,
ENTRA,0185,Real Estate,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,,Real Estate—Diversified,127,127.5,132.77754,0.037795275,0.3717,,128.5,,290541,,127,126.65,4.8,127.5,,290541,,,,4.8,1601596800,0.519744,,,126.3,2,NOK,9.9296875,49397,,,,23148976128,,,420867,9.103019,126.3,127.2,,168600,49397,168.6,17.555248,,3.68,96.2,127.1,False,0.0378,193700,128.5,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.906,,0.91663,20.52,-0.03787881,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,0.16254902,1.0120232,0.22298999,1640908800,1593475200,,,150093205,45533769728,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,181,,,,,,,
