ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
GJF,0191,Financial Services,3620,"Gjensidige Forsikring ASA operates as a general insurance company in Norway, Denmark, Sweden, Lithuania, Latvia, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers various insurance products, including motor vehicles, property, leisure boats, and accident and health insurance products, as well as insurance products in the areas of liability, commercial, municipality, and agriculture, coastal and marine/transport, and defined contribution scheme; travel; and life and pet insurance products. The company also provides pension and savings products comprising occupational pensions, private pension savings, spouse/cohabitant pension, child's pension, and individual disability pensions. It distributes its products through its distribution network, as well as through agents, partnerships, brokers, telephone, digital solutions, and sales offices to private and commercial customers. The company is headquartered in Oslo, Norway. Gjensidige Forsikring ASA is a subsidiary of Gjensidigestiftelsen.",Oslo,47 91 50 31 00,Norway,[],http://www.gjensidige.no,1,Schweigaardsgate 21,Insurance—Diversified,189.4,189.1,184.18979,0.037486803,0,,189.1,,258234,,189.4,187.87941,7.1,189.1,,258234,,,,,1585267200,0.430313,,,186.8,2,NOK,237216,,,,93850001408,,,478736,3.402717,186.8,187.7,,118100,237216,208.8,19.716385,,,145.25,193.1,False,,96300,189.1,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GJF.OL,finmb_4497069,no_market,,1.887,,0.14283,9.899,0.10308671,,9.52,,500000000,,,56.1,,,,1577750400,0.30024,3939399936,7.878,,0.16599834,3.3458111,0.6395,1640908800,1593475200,,,497370053,52049268736,,,,,,0.455,,,,,,,,https://logo.clearbit.com/gjensidige.no,,23.825844,,,,,,
FJORD,6900,Industrials,1056,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",FlorÃ¸,47 57 75 70 00,Norway,[],http://www.fjord1.no,1,Strandavegen 15,Marine Shipping,42.5,42.5,42.1,0.06352941,1.6071,,43.3,,8298,,42.5,44.65,2.7,42.5,,8298,,,,,1557878400,0.85,,,42.5,2,NOK,32250,,,,4266139904,,,24217,1.5245203,42.5,42.8,,0,32250,46.9,12.165242,,,31,42.6,False,,0,43.3,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.622,,0.05979,13.01,0.16438353,,3.51,,99909600,,,22.394,,,,1577750400,0.11310001,167319008,1.675,,0.16599834,1.9067608,0.85439,1640908800,1585612800,,,14465911,10136559616,,,,,,,,,,,,,,https://logo.clearbit.com/fjord1.no,,25.492538,,,,,,
GOD,0663,Industrials,,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,47 81 56 86 00,Norway,[],http://www.goodtech.no,1,Innspurten 15,Engineering & Construction,7.25,7.15,6.546861,0.20689656,0,,7.4,,58847,,7.25,6.842647,1.5,7.15,,58847,,,,,1398643200,1.193379,,,6.95,2,NOK,29295,,,,161694400,,,24710,0.35872063,6.95,7.15,,27800,29295,9,,,,4.72,6.95,False,,66200,7.4,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.426,,0.00045000002,-45.272,0.11538458,,,,22614600,,,10.152,,,,1577750400,0.029460002,-8442000,0.009,,,0.7042947,0.59415,1640908800,1585612800,,,12468544,192179184,,1336348800,1:10,,,-0.839,,,,,,,,https://logo.clearbit.com/goodtech.no,Etterstad PO Box 6578,794.4445,,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
GRONG-ME,7870,Financial Services,62,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,47 74 31 28 60,Norway,[],http://www.grong-sparebank.no,1,Sundspetvegen 2,Banks—Regional,111,111,108.014595,0.06306306,0.8255,,111,,235,,111,112.20588,7,111,,235,,,,7,1584057600,0.054574,,,111,2,NOK,55,,,,329945280,,,925,1.8128762,111,111,,,55,118,,,,96,109,False,0.0631,,111,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.347,,0.30028,,0.057142854,,,,2972480,,,262.916,,,,1577750400,0.03611,25826000,8.481,,,0.4221881,0,1640908800,1593475200,,,1992599,1519185664,,,,,,0.362,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,,13.088079,47 74 31 28 61,,,,e1a9280d-7287-3862-aa78-b95ec7bce240,
GYL,0164,Communication Services,,"Gyldendal ASA, through its subsidiaries publishes and sells books in Norway. It also operates 142 bookstores; and ark.no, an online bookstore. In addition, it publishes dictionaries, and encyclopedias and other reference books in book and digital forms. The company was founded in 1925 and is based in Oslo, Norway.",Oslo,47 22 03 41 00,Norway,[],http://www.gyldendalasa.no,1,Sehestedsgate 4,Publishing,472,600,494.69342,0.021186441,0.4337,,600,,41,,472,485.97058,10,600,,41,,,,7,1593129600,0.171312,,,472,2,NOK,144,,,,1088965376,,,47,0.5377875,472,525,,7100,144,600,,,2.01,326,484,False,0.0148,1300,600,OSL,GYLDENDAL ASA,Gyldendal ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GYL.OL,finmb_9237616,no_market,,0.566,,0.01839,10.112,0.21025646,,,,2307130,,,356.812,,,,1577750400,0,37232000,16.138,,,1.3228254,0.95658,1640908800,1577750400,,,,1146959872,,,,,,-0.103,,,,,,,,https://logo.clearbit.com/gyldendalasa.no,,29.247738,,,,,416c704a-5f3e-33e9-8594-1e79dea9083e,
HYARD,6090,Industrials,693,"Havyard Group ASA primarily engages in shipbuilding, engineering, ship design, and ship equipment businesses worldwide. It operates in five segments: Ship Technology, Design & Solutions, Power & Systems, Fish Handling, and Havyard Production. The Ship Technology segment constructs and repairs offshore vessels, windmill service vessels, live-fish carriers, fishing vessels, and other specialty vessels. The Design & Solutions segment develops, sells, and delivers ship design and engineering, and system packages to yards and shipping companies. The Power & Systems segment manufactures and supplies diesel- and hybrid-electric propulsion systems, including boards, electromechanical products, and automation and safety systems; designs, engineers, and installs electrical systems; and develops and delivers control and automation systems for ships. The Fish Handling segment delivers solutions for handling and cooling of seafood onboard fishing vessels and live fish carriers, and in on-shore plants; and produces, rents, and sells waste machines. The Havyard Production segment hires out personnel; and pre-fabricates steel products, including piping, switchboards, and starters. The company was founded in 1999 and is headquartered in FosnavÃ¥g, Norway.",FosnavÃ¥g,47 70 08 45 50,Norway,[],http://www.havyard.com,1,Havyard House,Aerospace & Defense,1.955,1.935,2.2403286,0.23017901,0,,2.2,,34535,,1.955,2.1194117,0.45,1.935,,34535,,,,,1425254400,0.407084,,,1.93,4,NOK,23437,,,,53408164,,,32875,0.018305236,1.93,2,,100000,23437,7.08,,,,1.3,1.95,False,,299000,2.2,OSL,HAVYARD GROUP ASA,Havyard Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HYARD.OL,finmb_95307648,no_market,,0.307,,-0.07383,-5.304,-0.70468277,,,,24726000,,,6.653,,,,1546214400,0.0793,-215399008,-8.68,,,0.32466558,0.73204005,1609372800,1561852800,,,8351698,894305152,,,,,,,,,,,,,,https://logo.clearbit.com/havyard.com,Holmefjordvegen 1,,,,,,39294dbc-e16c-30e4-8e1d-0fdc55fbf2d1,
HAFNIA,HM 1189,Industrials,,"Hafnia Limited, owns and operates oil product tankers. The company operates in four segments: Long Range II (LR2), Long Range I (LR1), Medium Range (MR), and Handy size (Handy). It transports oil and oil products to national and international oil companies, and chemical companies, as well as trading and utility companies. The company provides ship owning, ship-management, chartering, investment, and agency office services. As of April 29, 2020, the company operated a fleet of 174 vessels in pools, including newbuilds, of which 102 are owned or chartered-in including six owned LR2s, 27 owned and nine chartered-in LR1s, 41 owned and six chartered-in MRs, and 13 owned Handy vessels. The company is based in Hamilton, Bermuda. Hafnia Limited is a subsidiary of BW Group Limited.",Hamilton,,Bermuda,[],http://www.hafniabw.com,1,Washington Mall Phase 2,Marine Shipping,16.36,16.5,17.933935,0.0034841076,0.1685,,16.62,,105824,,16.36,16.092354,0.057,16.5,,105824,,,,1.6,1590624000,,,,16.2,2,NOK,64243,,,,6003937792,,,281003,6.8056736,16.2,16.62,,,64243,29.23,,,,14.6,16.52,False,0.097799994,,16.62,OSL,HAFNIA LIMITED,Hafnia Limited,Europe/Oslo,CEST,False,7200000,EQUITY,HAFNIA.OL,finmb_589287859,no_market,,8.249,,0.13709,25.471,Infinity,,,,362995008,,,3.141,,,,1577750400,0.017380001,120939000,0.342,,,5.265839,0.66471,1640908800,1585612800,,,114169325,7276999168,,,,,,1.763,,,,,,,,https://logo.clearbit.com/hafniabw.com,4th Floor Suite 400 22 Church Street,48.362576,,,,,003a7a08-8701-3187-95d4-d196d2081dad,
HAVI,6099,Industrials,498,"Havila Shipping ASA, together with its subsidiaries, engages in the shipping business. It manages and operates offshore service vessels primarily in the Norwegian, British, and Danish sectors of the North Sea; and Asia, Brazil, Gabonese Republic, and the Netherlands. The company operates a fleet of 23 vessels, including 5 anchor handling vessels, 14 platform supply vessels, a rescue recovery vessel, and 3 subsea vessels. Its anchor handling tug and supply vessels are used for moving rigs and putting out anchors, as well as for supply services; platform supply vessels are used to carry goods, water, drilling mud, chemicals, etc. to and from the offshore installations; subsea vessels are used for under water construction work, as well as for support for under water operations; and rescue-and recovery vessels are used to offer security services, such as oil spill preparedness, fire protection, and rescue operation. The company was founded in 2003 and is headquartered in FosnavÃ¥g, Norway. Havila Shipping ASA is a subsidiary of Havila Holding AS.",FosnavÃ¥g,47 70 08 09 00,Norway,[],http://www.havilashipping.no,1,P.O. Box 215,Marine Shipping,3.15,3.15,2.6271167,,0,,3.15,,18823,,3.15,2.6344118,,3.15,,18823,,,,,1210809600,1.425667,,,3.01,4,NOK,10949,,,,71566664,,,26521,0.092854,3.01,3.01,,270700,10949,4.3,-1.505,,,1.5,3,False,,200000,3.15,OSL,HAVILA SHIPPING,Havila Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HAVI.OL,finmb_11146483,no_market,,5.861,,-0.59742,18.207,-0.03669721,,-2,,23776300,,,-53.249,,,,1577750400,0.00425,-460457984,-19.366,,,,0.68297,1640908800,1585612800,,,9678381,4517412352,,1515024000,1:100,,,,,,,,,,,https://logo.clearbit.com/havilashipping.no,,,47 70 08 09 01,,,,97d680e0-43b0-3386-b16b-bae208f3d7f9,
HELG,8622,Financial Services,141,"Helgeland Sparebank provides various financial products and services to retail customers, small and medium enterprises, municipal authorities, and institutions in Norway. The company operates in two segments, Retail Market and Corporate Market. It offers savings, investment, and insurance products, as well as leasing and mortgage services. The company also engages in owning, managing, letting, buying, and selling commercial properties. It operates through five branches located in MosjÃ¸en, BrÃ¸nnÃ¸ysund, SandnessjÃ¸en, SÃ¸mna, and Korgen in Helgeland. The company was founded in 1860 and is headquartered in Mo i Rana, Norway.",Mo i Rana,47 75 11 90 00,Norway,[],http://www.hsb.no,1,Jernbanegata 15,Banks—Regional,82,82,75.551094,0.0652439,0.23889999,,82,,7152,,82,78.882355,5.35,82,,7152,,,,2.7,1588636800,0.688153,,,82,2,NOK,2130,,,,1710610176,,,6289,2.4472249,82,82.5,,203100,2130,90,7.945737,,3.83,60,82,False,0.032899998,67000,82,OSL,HELGELAND SPAREBK,Helgeland Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,HELG.OL,finmb_9857922,no_market,,16.537,,0.47067,,0.018633485,,10.32,,20861100,,,174.919,,,,1577750400,0.1546,241000000,11.481,,,0.4687884,0.56207,1640908800,1593475200,,,11769198,11559609344,,1270512000,2:1,,,1.106,,,,,,,,https://logo.clearbit.com/hsb.no,,7.142235,47 75 12 82 02,,,,bfb69ecc-9ef2-3f88-8f3a-2ef7adbda9bb,
HIDDN,0254,Technology,3,"Hiddn Solutions ASA, through its subsidiary, Finn Clausen Sikkerhetssystemer AS distributes physical filing and storage systems in Norway. It operates in three segments: Security Cabinets, Filing Cabinets, and Other Storage Products. The company sells security and filing cabinets, as well as other storage products, including wardrobe lockers, shelving systems, and safe deposit boxes. It also offers after sales support services for security, archiving, and storage products. Hiddn Solutions ASA was founded in 1998 and is based in Oslo, Norway.",Oslo,47 22 12 00 12,Norway,[],http://www.hiddnsolutions.no,1,Cort Adelers gate 17,Computer Hardware,1.575,1.6,1.5700365,24.126984,0,,1.6,,65316,,1.575,1.5941176,38,1.6,,65316,,,,,1476748800,1.725149,,,1.54,4,NOK,43582,,,,140257728,,,217989,16.196043,1.54,1.57,,0,43582,4.33748,,,,0.777755,1.55,False,,0,1.6,OSL,HIDDN SOLUTIONS,Hiddn Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HIDDN.OL,finmb_7099157,no_market,,2.743,,0,-1.37,-0.14387745,,,,89908800,,,-0.126,,,,1577750400,0,-31440000,-4.175,,,,0.84906995,1640908800,1577750400,,,12460309,23750748,,1568678400,1:20,,,,,,,,,,,https://logo.clearbit.com/hiddnsolutions.no,,,,,,,3afe3f0c-9fb4-3681-b6a1-4c433760c6ec,
HBC,6005,Healthcare,51,"Hofseth BioCare ASA, a biotech company, offers value added biomarine ingredients and finished products for the human nutrition, and pet and feed markets in Norway. Its products include OmeGo salmon oil; ProGo, a salmon protein hydrolysate powder used as a fast absorbing protein supplement; and CalGo, a marine calcium powder produced from salmon bones that enhances bone density and bone deposition in older individuals. The company has a research agreement with Stanford University School of Medicine to investigate the gastro-intestinal-protective properties of HBC's salmon protein hydrolysate peptides in children and adults with GI tract disorders. The company was founded in 2000 and is headquartered in Ãlesund, Norway.",Ãlesund,47 73 10 22 00,Norway,[],http://www.hofsethbiocare.no,1,Havnegata 11,Biotechnology,8.8,8.66,8.292117,,0,,8.8,,19382,,8.8,8.833529,,8.66,,19382,,,,,,0.779326,,,8.22,2,NOK,29592,,,,2889225728,,,82247,40.341045,8.22,8.58,,,29592,10.95,,,,4.08,8.52,False,,,8.8,OSL,HOFSETH BIOCARE AS,Hofseth BioCare ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HBC.OL,finmb_138820134,no_market,,40.991,,-1.20715,-48.615,,,,,329068992,,,0.375,,,,1577750400,0.23933001,-86456000,-0.275,,,23.413332,0.52830005,1640908800,1585612800,,,140919308,2935741696,,,,,,,,,,,,,,https://logo.clearbit.com/hofsethbiocare.no,,,,,,,6bd38704-57b8-3fb3-9c4b-d15b5b6fff8e,
INSR,0667,Financial Services,,"Insr Insurance Group ASA, a non-life insurance company, focuses on property and casualty insurance for the retail, and small and medium sized enterprises in Norway. It serves customers through insurance agents and partners. The company was formerly known as Vardia Insurance Group ASA and changed its name to Insr Insurance Group ASA in October 2016. Insr Insurance Group ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 91 34 15,Norway,[],http://www.insr.io,1,ÃstensjÃ¸veien 43,Insurance—Property & Casualty,0.584,0.61,3.8255765,,0,,0.76,,4862067,,0.584,2.3462942,,0.61,,4862067,,,,,,0.467479,,,0.61,4,NOK,6509567,,,,96308552,,,671665,0.12451347,0.61,0.686,,0,6509567,9.1,0.9848484,,,0.574,0.68,False,,0,0.76,OSL,INSR INSURANCE GRP,Insr Insurance Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,INSR.OL,finmb_224209079,no_market,,-0.945,,-0.06197,,-0.93031025,,0.66,,148167008,,,2.48,,,,1577750400,0.33027,-19933000,-0.341,,,0.26209676,0.05116,1640908800,1585612800,,,125527082,-730917440,,1476835200,1:10,,,,,,,,,,,https://logo.clearbit.com/insr.io,,,,,,,6cc1e5cf-04e4-37ed-8fec-1f51d6ca8bc0,
IFISH-ME,170,Consumer Defensive,37,"Ice Fish Farm AS operates as a fish farm in Iceland. The company engages in the farming, processing, and distribution of salmon fishes; and harvesting, processing, and packaging of line caught cod and haddock fishes. In addition, it operates smolt stations. The company sells its products through distributors, as well as retailers, suppliers, and supermarkets. It also exports its products. The company was incorporated in 2020 and is based in Seltjarnarnes, Iceland. Ice Fish Farm AS is a subsidiary of NTS ASA.",Seltjarnarnes,354 896 0426,Iceland,[],http://www.icefishfarm.is,1,Nesbala 122,Farm Products,33.995,34.4,34.6613,,0,,34.99,,9870,,33.995,34.379265,,34.4,,9870,,,,,,,,,34,2,NOK,7915,,,,1836000000,,,24106,55.10862,34,34.5,,,7915,42.735,,,,32.1,33.505,False,,,34.99,OSL,ICE FISH FARM AS,Ice Fish Farm AS,Europe/Oslo,CEST,False,7200000,EQUITY,IFISH-ME.OL,finmb_275808956,no_market,,55.109,,0.024500001,492.937,Infinity,,,,54000000,,,0.466,,,,1577750400,,816322,0.015,,,72.96137,,1640908800,,,,9491040,1836000000,,,,,,,,,,,,,,https://logo.clearbit.com/icefishfarm.is,,2266.6667,,,,,bbf47d02-2d72-3ef1-9930-7d22ee91b33f,
