ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,fax,trailingPE,state,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
FLNG,HM08,Energy,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.flexlng.com,1,Par-La-Ville Place,Oil & Gas Midstream,4th Floor 14 Par-La-Ville Road,57.5,57.6,49.242336,0.003478261,3.7889001,,61.2,,73408,,57.5,50.96853,0.2,57.6,,73408,,,,1.87,1583798400,0.293719,,,57.6,2,NOK,152192,,,,3176292352,,,91436,21.792295,57.6,58.8,,219600,152192,108.2,419.2857,,,38.1,58.6,False,0.033800002,100000,61.2,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FLNG.OL,finmb_36151890,no_market,,25.985,,0.01914,36.107,-0.4357143,,0.14,,54110600,,,15.015,,,,1577750400,0.19859,2790000,0.051,0.95,0.16381514,3.9094238,0.4586,1640908800,1593475200,,,28832284,3787386624,,1552262400,1:10,,1583798400,,,,,,,,,,https://logo.clearbit.com/flexlng.com,8,441 295 3494,1150.9805,,,,,
EMGS,7041,Energy,"Electromagnetic Geoservices ASA, together with its subsidiaries, provides electromagnetic (EM) surveying services to the offshore oil and gas exploration industry. It is involved in the planning, acquisition, processing, modelling, interpretation, and integration of EM data. The company uses its patented electromagnetic survey method to find hydrocarbons in offshore reservoirs. Its products and services include imaging and interpretation, consultancy, magnetotelluric survey, training, and controlled-source electromagnetic surveying services. Electromagnetic Geoservices ASA has operations in Europe, the Middle East, Africa, Norway, North and South America, Asia, and the Pacific Ocean. The company was founded in 2002 and is headquartered in Trondheim, Norway.",Trondheim,,Norway,[],http://www.emgs.com,1,Stiklestadveien 1,Oil & Gas Equipment & Services,,0.612,0.609,0.6783358,,0,,0.609,,142307,,0.612,0.5981765,,0.609,,142307,,,,,,2.30665,,,0.581,4,NOK,84594,,,,78451024,,,175747,0.9768768,0.581,0.59,,317943000,84594,2.85,-7.4874997,,,0.5,0.587,False,,66256000,0.609,OSL,ELECTROMAGNETIC GE,Electromagnetic Geoservices ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EMGS.OL,finmb_10654493,no_market,,1.438,,0.08489,3.501,-0.71909094,,-0.08,,130970000,,,-0.002,,,,1577750400,0.01382,6817000,0.047,,0.16381514,,0.59531,1640908800,1593475200,,,54838319,115464448,,1467331200,1:40,,,,,,,,,,,,https://logo.clearbit.com/emgs.com,131,,12.74468,,,,,
RISH,5058,Industrials,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,Marine Shipping,,5.7,5.35,5.699124,0.0877193,0,,5.9,,2886,,5.7,5.864706,0.5,5.35,,2886,,,,,1428624000,0.782019,,,5.25,2,NOK,19357,,,,490385216,,,5256,2.364396,5.25,5.7,,110000,19357,11.5,,,,4.5,5.4,False,,100000,5.9,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,RISH.OL,finmb_884214,no_market,,7.192,,-1.91897,20.313,-0.37016577,,,,86032496,,,17.506,,,,1577750400,0.01897,-398001984,-4.626,0.5,0.16381514,0.32560262,0.92489,1640908800,1593475200,,,8124910,1491561344,,1176422400,10:1,,1428624000,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,32,,,,,,,
FRO,HM 08,Energy,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,Oil & Gas Midstream,14 Par-la-Ville Road PO Box HM 1593,60.5,61.65,77.27826,0.028099174,0.5021,,61.7,,393520,,60.5,66.65736,1.7,61.65,,393520,,,,18.93,1599696000,0.389444,,,60.9,2,NOK,198021,,,,12268823552,,,488411,9.267511,60.9,61.6,,173100,198021,123,143.13953,,,55,61.45,False,0.3129,75700,61.7,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FRO.OL,finmb_144797851,no_market,,10.573,,0.35037997,20.557,-0.36836785,,0.43,,197692000,,,8.425,,,,1577750400,0.29650998,463852000,2.406,0.5,0.16381514,7.305638,0.50473,1640908800,1593475200,,,99334461,13997734912,,1454544000,1:5,,1599696000,,183.53,,,,,,,,https://logo.clearbit.com/frontline.bm,157,441 295 3494,25.581879,,,,,
FJORD,6900,Industrials,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",FlorÃ¸,47 57 75 70 00,Norway,[],http://www.fjord1.no,1,Strandavegen 15,Marine Shipping,,43.6,43.9,43.154743,0.061926607,0,,43.9,,12563,,43.6,43.117645,2.7,43.9,,12563,,,,,1557878400,0.776243,,,43.5,2,NOK,1058,,,,4346067456,,,16326,1.5178871,43.5,43.5,,0,1058,46.9,12.393163,,,31,43.2,False,,0,43.9,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.605,,0.0346,12.713,0.21111107,,3.51,,99909600,,,22.786,,,,1577750400,0.11310001,99062000,0.992,2.7,0.16381514,1.909067,0.85439,1640908800,1593475200,,,14465911,10322697216,,,,,1557878400,,-0.66,,,,,,,,https://logo.clearbit.com/fjord1.no,1060,,43.850807,,,,,
GIG,STJ 3148,Consumer Cyclical,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. Gaming Innovation Group Inc. has a strategic partnership with Betgenius Limited to create a sportsbook and platform solution for operators in regulated markets worldwide. The company was founded in 2012 and is headquartered in St Julians, Malta.",St. Julian's,356 2711 0277,Malta,[],http://www.gig.com,1,@GiG Beach,Gambling,Golden Mile Business Centre Triq Id-Dragunara,7.85,7.83,6.084489,,0,,7.97,,159577,,7.85,7.658235,,7.83,,159577,,,,,,0.741379,,,7.63,2,NOK,55311,,,,693043072,,,190957,,7.63,7.78,,86600,55311,9.7,77,,,2.05,7.72,False,,1568100,7.97,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,0.0533334,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.16381514,5.682657,0.53973,1640908800,1593475200,,,37505344,711044416,,1545177600,1:10,,,,,,,,,,,,https://logo.clearbit.com/gig.com,487,,,,,,,
EPR,1661,Consumer Defensive,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,,Norway,[],http://www.europris.no,1,Dikeveien 57,Discount Stores,,46.72,47,41.661304,0.041738015,0.58669996,,47.22,,296001,,46.72,44.848824,1.95,47,,296001,,,,1.95,1588204800,0.757389,,,46.64,2,NOK,118227,,,,7763645952,,,545413,1.1140575,46.64,46.82,,79600,118227,50.75,18.07722,,,24.38,46.76,False,0.0417,95300,47.22,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EPR.OL,finmb_293420901,no_market,,1.603,,0.078049995,12.542,0.8054265,,2.59,,165819008,,,11.468,,,,1577750400,0.53228,543936000,3.28,1.95,0.16381514,4.0826645,0.03046,1640908800,1593475200,,,159462757,11173142528,,,,,1588204800,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,1814,,14.27439,,,,,
ENTRA,0185,Real Estate,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,Real Estate—Diversified,,132.3,132.5,125.98175,0.03628118,0.3717,,135.5,,332365,,132.3,126.1647,4.8,132.5,,332365,,,,4.8,1601596800,0.412561,,,132.3,2,NOK,203601,,,,24569606144,,,296714,9.661662,132.3,135.1,,168600,203601,168.6,18.632597,,3.69,96.2,134.9,False,0.0363,193700,135.5,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,18.285,,0.91663,20.955,-0.050287366,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,2.4,0.16381514,1.07413,0.22298999,1640908800,1593475200,,,150093205,46499069952,,,,,1601596800,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,181,,10.539062,,,,,
EQNR,4035,Energy,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,47 51 99 00 00,Norway,[],http://www.equinor.com,1,Forusbeen 50,Oil & Gas Integrated,,133.5,134,139.28394,0.005318352,,,134,,2917547,,133.5,139.7956,0.71,134,,2917547,,,,6.76,1605139200,0.736453,,,132.75,2,NOK,994544,,,,433035476992,,,2826381,8.290775,132.75,133.4,,0,994544,187.2,59.79821,,4.96,95.2,133.35,False,0.0507,0,134,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EQNR.OL,finmb_989228,no_market,,8.72,,-0.04413,31.726,-0.20160568,,2.23,,3247360000,,,10.863,,,,1577750400,0.19812,-2304999936,-0.697,0.8003,0.16381514,12.275615,0.67271006,1640908800,1593475200,,,1014249600,455459995648,,1147219200,5:1,,1597363200,,,,,,,,,,https://logo.clearbit.com/equinor.com,21412,,,,,,,
GEOS-ME,6002,Industrials,"Golden Energy Offshore Services AS, together with its subsidiaries, engages in the shipping business in Europe and Africa. The company owns 4 platform supply vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Ãlesund,47 70 10 26 60,Norway,[],http://www.geoff.no,1,St Olavs Plass 1,Marine Shipping,,1,0.97,1.2317392,,0,,0.97,,134,,1,1.0931429,,0.97,,134,,,,,,0.380143,,,0.565,4,NOK,651,,,,25805696,,,2183,0.22601582,0.565,0.97,,,651,4.7,,,,0.565,0.605,False,,,0.97,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.731,,-0.72985,-612.637,,,,,45673800,,,6.563,,,,1577750400,0.4456,-83332096,-2.55,,,0.08608867,0,1640908800,1593475200,,,19633851,311788224,,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,,47 70 10 26 61,,,,,,deed147b-b49c-39d3-9c06-87b3993697ec
GRONG-ME,7870,Financial Services,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,47 74 31 28 60,Norway,[],http://www.grong-sparebank.no,1,Sundspetvegen 2,Banks—Regional,,119,115,108.753624,0.05882353,0.8255,,119,,440,,119,113.42857,7,115,,440,,,,7,1584057600,0.053879,,,115,2,NOK,0,,,,353725120,,,725,1.943534,115,118,,,0,121,,,,96,110,False,0.0588,,119,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.478,,0.30028,,,,,,2972480,,,262.916,,,,1577750400,0.03611,25826000,8.481,,,0.45261607,0,1640908800,1593475200,,,2758041,1542965504,,,,,,,0.362,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,62,47 74 31 28 61,14.031364,,,,,e1a9280d-7287-3862-aa78-b95ec7bce240
GSF,5004,Consumer Defensive,"Grieg Seafood ASA, through its subsidiaries, operates as a fish farming company. It engages in the production and sale of Atlantic salmon. The company supplies its fish products to customers in the European Union, the United Kingdom, the United States, Canada, Asia, and other markets. Grieg Seafood ASA was founded in 1884 and is headquartered in Bergen, Norway.",Bergen,47 55 57 66 00,Norway,[],http://www.griegseafood.no,1,C. Sundtsgate 17/19,Packaged Foods,,83.25,84,95.84819,0,,,88.1,,320500,,83.25,87.78714,0,84,,320500,,,,4,1574640000,0.291256,,,83.4,2,NOK,392800,,,,9854057472,,,411316,1.1676043,83.4,87.85,,1159000,392800,149.4,8.047663,,2.63,80.6,87.9,False,0.0473,240400,88.1,OSL,GRIEG SEAFOOD,Grieg Seafood ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GSF.OL,finmb_34033896,no_market,,1.508,,-0.03276,44.331,,,10.91,,112233000,,,40.346,,,,1577750400,0.23597,-277844000,-2.556,,,2.176176,0.58393,1640908800,1593475200,,,46564497,12730788864,,,,,,,,,,,,,,,https://logo.clearbit.com/griegseafood.no,901,47 55 57 69 70,,,,,,e69c8fe2-c538-3105-9cfe-63d33d5d5a55
GOD,0663,Industrials,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,47 81 56 86 00,Norway,[],http://www.goodtech.no,1,Innspurten 15,Engineering & Construction,Etterstad PO Box 6578,12.2,12,6.7041306,0.12295082,0,,13.3,,1330227,,12.2,7.567143,1.5,12,,1330227,,,,,1398643200,1.243226,,,11.8,2,NOK,819369,,,,293989792,,,202419,0.6083823,11.8,13,,27800,819369,13.3,,,,4.72,12.9,False,,66200,13.3,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.609,,-0.02009,-66.33,,,,,22614600,,,10.225,,,,1577750400,0.029460002,-9708000,-0.425,,,1.2713935,0.59415,1640908800,1593475200,,,15063566,294373760,,1336348800,1:10,,,,-0.923,,,,,,,,https://logo.clearbit.com/goodtech.no,271,,,,,,,29ef84a6-23af-3318-aff7-9e049cd7307d
