ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
FRO,HM 08,Energy,157,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,441 295 3494,Oil & Gas Midstream,75,74.05,79.384895,0.016,0.3623,,75.3,,321157,,75,72.29853,1.2,74.05,,321157,,,,27.07,1591142400,0.323462,,,73.95,2,NOK,52.21208,244504,,,,14583081984,,,784398,12.903373,73.95,74.45,,173100,244504,123,172.90697,,,55,74.3,False,0.3609,75700,75.3,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FRO.OL,finmb_144797851,no_market,,14.913,,0.23472,33.901,0.020408154,,0.43,,197692000,,,8.114,,,,1577750400,0.29650998,265272000,1.424,,0.18023336,9.163175,0.50473,1640908800,1585612800,,,98284714,16853899264,,1454544000,1:5,,,3.13,,,,,,,,https://logo.clearbit.com/frontline.bm,14 Par-la-Ville Road PO Box HM 1593,,,,,
GENT-ME,1596,Healthcare,46,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,47 99 33 99 05,Norway,[],http://www.gentian.com,1,Bjornasveien 5,,Diagnostics & Research,77,81.5,52.821014,,0,,81.5,,27312,,77,62.544117,,81.5,,27312,,,,,,0.736526,,,78,2,NOK,,11302,,,,1224514688,,,9672,17.438509,78,79.5,,,11302,82,,,,38,78,False,,,81.5,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,14.643,,-0.27326,-51.351,0.58762884,,,,15402700,,,13.52,,,,1577750400,0.26522,-19188000,-2.59,,0.18023336,5.8801775,0.48766997,1640908800,1593475200,,,6773345,1028245312,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,,,,,,
GIG,STJ 3148,Consumer Cyclical,487,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,356 2711 0277,Malta,[],http://www.gig.com,1,@GiG Beach,,Gambling,7.09,7,5.398623,,0,,7.12,,144927,,7.09,6.887353,,7,,144927,,,,,,0.837398,,,6.9,2,NOK,,77321,,,,623738816,,,196685,,6.9,6.9,,86600,77321,10.92,69.299995,,,2.05,6.84,False,,1568100,7.12,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.20870537,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.18023336,5.114391,0.53973,1640908800,1593475200,,,35872642,638139904,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,Golden Mile Business Centre Triq Id-Dragunara,,,,,
GEOS-ME,6002,Industrials,,"Golden Energy Offshore Services AS, together with its subsidiaries, engages in the shipping business in Europe and Africa. The company owns 4 platform supply vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Ãlesund,47 70 10 26 60,Norway,[],http://www.geoff.no,1,St Olavs Plass 1,47 70 10 26 61,Marine Shipping,1.03,1.05,1.5655797,,0,,1.05,,0,,1.03,1.1047058,,1.05,,0,,,,,,0.344751,,,1.05,4,NOK,,900,,,,47957488,,,954,0.43453127,1.05,0,,,900,5.1,,,,1,0,False,,,1.05,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.633,,-0.15581,17.076,-0.7425,,,,45673800,,,8.079,,,,1577750400,0.4456,-17196492,-0.541,,0.18023336,0.12996657,0,1640908800,1577750400,,,19335649,290545120,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,,,,,,
GJF,0191,Financial Services,3620,"Gjensidige Forsikring ASA operates as a general insurance company in Norway, Denmark, Sweden, Lithuania, Latvia, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers various insurance products, including motor vehicles, property, leisure boats, and accident and health insurance products, as well as insurance products in the areas of liability, commercial, municipality, and agriculture, coastal and marine/transport, and defined contribution scheme; travel; and life and pet insurance products. The company also provides pension and savings products comprising occupational pensions, private pension savings, spouse/cohabitant pension, child's pension, and individual disability pensions. It distributes its products through its distribution network, as well as through agents, partnerships, brokers, telephone, digital solutions, and sales offices to private and commercial customers. The company is headquartered in Oslo, Norway. Gjensidige Forsikring ASA is a subsidiary of Gjensidigestiftelsen.",Oslo,47 91 50 31 00,Norway,[],http://www.gjensidige.no,1,Schweigaardsgate 21,,Insurance—Diversified,190.9,191.6,183.90363,0.037192248,0,,193.2,,248025,,190.9,188.80588,7.1,191.6,,248025,,,,,1585267200,0.430313,,,190.7,2,NOK,24.358974,102909,,,,95949996032,,,463826,3.4788568,190.7,191.9,,118100,102909,208.8,20.157562,,,145.25,191.8,False,,96300,193.2,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GJF.OL,finmb_4497069,no_market,,1.945,,0.14283,10.203,0.106666684,,9.52,,500000000,,,56.1,,,,1577750400,0.30024,3939399936,7.878,,0.18023336,3.4206774,0.6395,1640908800,1593475200,,,497370053,53650993152,,,,,,0.455,,,,,,,,https://logo.clearbit.com/gjensidige.no,,,,,,
FJORD,6900,Industrials,1056,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",FlorÃ¸,47 57 75 70 00,Norway,[],http://www.fjord1.no,1,Strandavegen 15,,Marine Shipping,42.4,42.2,42.215942,0.06367924,1.6071,,43,,43047,,42.4,44.32647,2.7,42.2,,43047,,,,,1557878400,0.85,,,42.2,2,NOK,43.24597,9711,,,,4286121984,,,26825,1.4969507,42.2,42.8,,0,9711,46.9,12.222222,,,31,42.8,False,,0,43,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.563,,0.0346,12.565,0.152174,,3.51,,99909600,,,22.786,,,,1577750400,0.11310001,99062000,0.992,,0.18023336,1.8827351,0.85439,1640908800,1593475200,,,14465911,10202806272,,,,,,-0.66,,,,,,,,https://logo.clearbit.com/fjord1.no,,,,,,
ELK,0277,Basic Materials,6370,"Elkem ASA manufactures and sells metals and materials in Norway and internationally. The company operates through four segments: Silicones, Silicon Materials, Foundry Products and Carbon. Its products include silicones, ferrosilicones, foundry alloys, carbon materials, and microsilica products. The company also engages in sale of electric power, as well as supplies heat in the form of steam and hot water. Its products are used in chemical applications, as well as construction, refractory, and oilfield industries. The company was founded in 1904 and is headquartered in Oslo, Norway. Elkem ASA is a subsidiary of Bluestar Elkem International Co., Ltd. S.A.",Oslo,47 22 45 01 00,Norway,[],http://www.elkem.com,1,Drammensveien 169,47 22 45 01 55,Specialty Chemicals,18,18.01,17.904348,0.033333335,0.75949997,,18.39,,468026,,18,18.36559,0.6,18.01,,468026,,,,0.6,1589155200,2.220063,,,18.01,2,NOK,22.974682,303095,,,,10550776832,,,745352,0.47397918,18.01,18.17,,0,303095,26.4,4.125,,,10.92,18.13,False,0.0332,0,18.39,OSL,ELKEM ASA,Elkem ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ELK.OL,finmb_731504,no_market,,0.859,,0.02066,8.386,-0.14285713,,4.4,,581310016,,,21.744,,,,1577750400,0.29434,460000000,0.79,,0.18023336,0.83471304,0.58916,1640908800,1593475200,,,238610457,19127586816,,,,,,,,,,,,,,https://logo.clearbit.com/elkem.com,,,,,,
ENTRA,0185,Real Estate,181,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,,Real Estate—Diversified,124.9,125,130.50725,0.038430747,0.3717,,126.1,,244992,,124.9,126.79412,4.8,125,,244992,,,,4.8,1601596800,0.519744,,,124.1,2,NOK,9.7109375,99421,,,,22639007744,,,401796,8.90248,124.1,124.3,,168600,99421,168.6,17.168509,,3.68,96.2,124.1,False,0.038399998,193700,126.1,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.755,,0.91663,20.348,-0.062312305,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,0.18023336,0.9897285,0.22298999,1640908800,1593475200,,,150093205,45151293440,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,,,,,,
FKRAFT,5147,Utilities,293,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,47 23 00 61 00,Norway,[],http://www.fjordkraft.no,1,Folke Bernadottes Vei 38,,Utilities—Regulated Electric,92,93,75.31594,0.032608695,0.5528,,93.4,,199114,,92,80.132355,3,93,,199114,,,,3,1587600000,0.182557,,,92.1,2,NOK,21.814304,78857,,,,9632370688,,,202190,1.8777355,92.1,92.3,,0,78857,94,,,,46.1,92.1,False,0.0349,0,93.4,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.764,,0.08692,14.415,0.94915247,,,,104586000,,,9.122,,,,1577750400,0.41085997,445884000,4.222,,0.18023336,10.09647,0.3204,1640908800,1593475200,,,85428113,9049829376,,,,,,0.348,,,,,,,,https://logo.clearbit.com/fjordkraft.no,,,,,,
EPR,1661,Consumer Defensive,1814,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,,Norway,[],http://www.europris.no,1,Dikeveien 57,,Discount Stores,44.3,44.3,38.52259,0.04401806,0.58669996,,45.44,,426358,,44.3,45.08059,1.95,44.3,,426358,,,,1.95,1588204800,0.771777,,,43.86,2,NOK,13.768292,338873,,,,7488386560,,,655076,1.0745587,43.86,45.18,,79600,338873,50.75,17.436295,,,23.6,45.14,False,0.0436,95300,45.44,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EPR.OL,finmb_293420901,no_market,,1.546,,0.078049995,12.091,0.8582214,,2.59,,165819008,,,11.468,,,,1577750400,0.53228,543936000,3.28,,0.18023336,3.9379141,0.03046,1640908800,1593475200,,,159459440,10771861504,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,,,,
GRONG-ME,7870,Financial Services,62,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,47 74 31 28 60,Norway,[],http://www.grong-sparebank.no,1,Sundspetvegen 2,47 74 31 28 61,Banks—Regional,113,112,108.072464,0.061946902,0.8255,,113,,1144,,113,112.02941,7,112,,1144,,,,7,1584057600,0.054574,,,112,2,NOK,13.3239,920,,,,335890240,,,988,1.8455408,112,113,,,920,118,,,,96,108,False,0.0631,,113,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.38,,0.30028,,0.008928537,,,,2972480,,,262.916,,,,1577750400,0.03611,25826000,8.481,,,0.4297951,0,1640908800,1593475200,,,1992599,1525130624,,,,,,0.362,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,,,,,e1a9280d-7287-3862-aa78-b95ec7bce240,
GOD,0663,Industrials,,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,47 81 56 86 00,Norway,[],http://www.goodtech.no,1,Innspurten 15,,Engineering & Construction,6.8,6.9,6.539275,0.22058822,0,,6.9,,60824,,6.8,6.8955884,1.5,6.9,,60824,,,,,1398643200,1.193379,,,6.7,2,NOK,744.44446,8687,,,,151517808,,,27640,0.33614376,6.7,6.85,,27800,8687,9,,,,4.72,6.7,False,,66200,6.9,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.409,,0.00045000002,-43.407,-0.028571427,,,,22614600,,,10.152,,,,1577750400,0.029460002,-8442000,0.009,,,0.65996844,0.59415,1640908800,1585612800,,,12468544,184264080,,1336348800,1:10,,,-0.839,,,,,,,,https://logo.clearbit.com/goodtech.no,Etterstad PO Box 6578,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
HAVI,6099,Industrials,498,"Havila Shipping ASA, together with its subsidiaries, engages in the shipping business. It manages and operates offshore service vessels primarily in the Norwegian, British, and Danish sectors of the North Sea; and Asia, Brazil, Gabonese Republic, and the Netherlands. The company operates a fleet of 23 vessels, including 5 anchor handling vessels, 14 platform supply vessels, a rescue recovery vessel, and 3 subsea vessels. Its anchor handling tug and supply vessels are used for moving rigs and putting out anchors, as well as for supply services; platform supply vessels are used to carry goods, water, drilling mud, chemicals, etc. to and from the offshore installations; subsea vessels are used for under water construction work, as well as for support for under water operations; and rescue-and recovery vessels are used to offer security services, such as oil spill preparedness, fire protection, and rescue operation. The company was founded in 2003 and is headquartered in FosnavÃ¥g, Norway. Havila Shipping ASA is a subsidiary of Havila Holding AS.",FosnavÃ¥g,47 70 08 09 00,Norway,[],http://www.havilashipping.no,1,P.O. Box 215,47 70 08 09 01,Marine Shipping,3.09,3.1,2.6280072,,0,,3.1,,19661,,3.09,2.717059,,3.1,,19661,,,,,1210809600,1.425667,,,3.1,4,NOK,,2321,,,,71328896,,,26681,0.09254551,3.1,3.02,,270700,2321,4.3,-1.5,,,1.5,2.87,False,,200000,3.1,OSL,HAVILA SHIPPING,Havila Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HAVI.OL,finmb_11146483,no_market,,5.859,,-0.59742,18.201,-0.12957746,,-2,,23776300,,,-53.249,,,,1577750400,0.00425,-460457984,-19.366,,,,0.68297,1640908800,1585612800,,,9678381,4515985920,,1515024000,1:100,,,,,,,,,,,https://logo.clearbit.com/havilashipping.no,,,,,97d680e0-43b0-3386-b16b-bae208f3d7f9,
